PosX,PosY,PosZ,DirX,DirY,DirZ,LeftX,LeftY,LeftZ,RightX,RightY,RightZ
-503.597,-7.484,-22.395,-0.462,0.000,-0.887,-495.185,-7.891,-27.326,-512.008,-7.077,-17.465
-505.907,-7.483,-26.830,-0.371,-0.002,-0.928,-497.481,-7.882,-31.218,-514.332,-7.083,-22.441
-507.773,-7.491,-31.495,-0.462,0.003,-0.887,-499.347,-7.893,-35.884,-516.198,-7.090,-27.106
-510.094,-7.478,-35.952,-0.325,-0.002,-0.946,-501.274,-7.882,-39.480,-518.915,-7.073,-32.423
-511.739,-7.487,-40.733,-0.372,0.001,-0.928,-503.092,-7.902,-45.237,-520.386,-7.072,-36.228
-513.602,-7.484,-45.379,-0.278,-0.002,-0.961,-504.382,-7.904,-48.551,-522.822,-7.064,-42.208
-514.998,-7.494,-50.206,-0.372,0.003,-0.928,-506.180,-7.905,-53.741,-523.816,-7.083,-46.671
-516.868,-7.481,-54.870,-0.278,0.000,-0.961,-507.742,-7.895,-57.510,-525.994,-7.067,-52.230
-518.264,-7.482,-59.697,-0.278,0.000,-0.961,-509.446,-7.897,-63.232,-527.082,-7.067,-56.163
-519.653,-7.482,-64.501,-0.278,0.001,-0.961,-510.527,-7.901,-67.140,-528.779,-7.063,-61.861
-521.042,-7.475,-69.304,-0.181,-0.003,-0.984,-511.916,-7.896,-71.943,-530.168,-7.053,-66.664
-521.951,-7.489,-74.246,-0.278,0.003,-0.961,-512.825,-7.912,-76.885,-531.077,-7.066,-71.606
-523.347,-7.474,-79.073,-0.181,-0.001,-0.984,-514.004,-7.900,-80.791,-532.690,-7.048,-77.355
-524.256,-7.481,-84.015,-0.181,0.000,-0.984,-515.129,-7.908,-86.654,-533.382,-7.054,-81.376
-525.160,-7.483,-88.932,-0.181,0.000,-0.984,-515.816,-7.913,-90.650,-534.503,-7.052,-87.215
-526.064,-7.484,-93.850,-0.181,0.001,-0.984,-516.720,-7.917,-95.568,-535.407,-7.051,-92.132
-526.968,-7.480,-98.767,-0.181,0.001,-0.984,-517.625,-7.915,-100.485,-536.311,-7.045,-97.050
-527.872,-7.476,-103.685,-0.082,-0.003,-0.997,-518.529,-7.913,-105.403,-537.216,-7.038,-101.967
-528.285,-7.491,-108.693,-0.181,0.002,-0.984,-518.941,-7.930,-110.411,-537.628,-7.051,-106.975
-529.193,-7.482,-113.635,-0.082,-0.002,-0.997,-519.725,-7.923,-114.415,-538.661,-7.040,-112.855
-529.606,-7.493,-118.643,-0.181,0.003,-0.984,-520.262,-7.937,-120.361,-538.949,-7.049,-116.925
-530.514,-7.480,-123.585,-0.082,-0.002,-0.997,-521.046,-7.927,-124.365,-539.982,-7.034,-122.805
-530.927,-7.489,-128.593,-0.181,0.003,-0.984,-521.583,-7.938,-130.311,-540.270,-7.041,-126.875
-531.835,-7.473,-133.535,-0.082,-0.001,-0.997,-522.367,-7.925,-134.315,-541.303,-7.021,-132.755
-532.248,-7.479,-138.543,-0.082,-0.001,-0.997,-522.904,-7.933,-140.261,-541.591,-7.026,-136.825
-532.658,-7.485,-143.526,-0.082,-0.001,-0.997,-523.190,-7.942,-144.306,-542.126,-7.027,-142.746
-533.068,-7.488,-148.509,-0.082,-0.001,-0.997,-523.600,-7.948,-149.289,-542.536,-7.029,-147.729
-533.478,-7.492,-153.492,-0.082,0.000,-0.997,-524.010,-7.954,-154.271,-542.947,-7.030,-152.713
-533.889,-7.494,-158.475,-0.132,0.002,-0.991,-524.421,-7.959,-159.254,-543.356,-7.029,-157.696
-534.548,-7.484,-163.438,-0.082,0.000,-0.997,-525.329,-7.939,-164.197,-543.767,-7.029,-162.679
-534.958,-7.485,-168.427,-0.082,0.000,-0.997,-525.789,-7.942,-169.645,-544.128,-7.027,-167.209
-535.368,-7.485,-173.410,-0.082,0.000,-0.997,-525.900,-7.958,-174.189,-544.836,-7.012,-172.631
-535.778,-7.484,-178.393,-0.082,0.000,-0.997,-526.310,-7.960,-179.172,-545.246,-7.008,-177.614
-536.188,-7.483,-183.376,-0.082,0.000,-0.997,-526.720,-7.962,-184.155,-545.656,-7.005,-182.597
-536.598,-7.481,-188.359,-0.082,0.000,-0.997,-527.130,-7.962,-189.138,-546.066,-6.999,-187.581
-537.007,-7.478,-193.343,-0.032,-0.002,-0.999,-527.539,-7.963,-194.121,-546.476,-6.994,-192.564
-537.168,-7.488,-198.346,-0.082,0.001,-0.997,-527.949,-7.962,-199.104,-546.387,-7.014,-197.588
-537.578,-7.484,-203.335,-0.082,0.001,-0.997,-528.333,-7.960,-203.632,-546.824,-7.007,-203.039
-537.988,-7.479,-208.319,-0.032,-0.002,-0.999,-528.520,-7.971,-209.097,-547.456,-6.987,-207.540
-538.148,-7.487,-213.322,-0.032,-0.002,-0.999,-528.930,-7.969,-214.080,-547.367,-7.006,-212.564
-538.309,-7.495,-218.319,-0.082,0.001,-0.997,-528.814,-7.993,-218.624,-547.804,-6.998,-218.015
-538.719,-7.490,-223.309,-0.082,0.001,-0.997,-529.474,-7.977,-223.605,-547.964,-7.003,-223.012
-539.128,-7.485,-228.292,-0.032,-0.002,-0.999,-529.660,-7.988,-229.070,-548.596,-6.982,-227.514
-539.289,-7.493,-233.296,-0.032,-0.002,-0.999,-530.070,-7.985,-234.053,-548.508,-7.001,-232.538
-539.449,-7.502,-238.293,-0.032,-0.002,-0.999,-529.954,-8.010,-238.597,-548.944,-6.994,-237.988
-539.609,-7.511,-243.290,-0.032,-0.002,-0.999,-530.114,-8.022,-243.594,-549.104,-7.001,-242.986
-539.769,-7.522,-248.287,-0.082,0.001,-0.997,-530.274,-8.035,-248.592,-549.264,-7.009,-247.983
-540.179,-7.519,-253.277,-0.032,-0.003,-0.999,-530.934,-8.021,-253.573,-549.424,-7.018,-252.981
-540.339,-7.532,-258.280,-0.032,-0.003,-0.999,-531.120,-8.037,-259.038,-549.558,-7.028,-257.523
-540.499,-7.545,-263.278,-0.032,-0.003,-0.999,-531.004,-8.065,-263.581,-549.994,-7.025,-262.974
-540.659,-7.561,-268.275,-0.032,-0.003,-0.999,-531.164,-8.083,-268.579,-550.154,-7.039,-267.971
-540.818,-7.577,-273.272,-0.032,-0.004,-0.999,-531.323,-8.102,-273.576,-550.314,-7.052,-272.969
-540.978,-7.597,-278.270,-0.032,-0.004,-0.999,-531.483,-8.124,-278.573,-550.473,-7.070,-277.966
-541.138,-7.617,-283.267,-0.032,-0.005,-0.999,-531.642,-8.147,-283.570,-550.633,-7.087,-282.964
-541.297,-7.641,-288.264,0.018,-0.008,-1.000,-531.802,-8.173,-288.567,-550.792,-7.109,-287.961
-541.207,-7.679,-293.270,-0.032,-0.006,-0.999,-531.961,-8.200,-293.565,-550.452,-7.159,-292.975
-541.366,-7.708,-298.273,-0.032,-0.006,-0.999,-532.118,-8.228,-298.106,-550.615,-7.189,-298.440
-541.526,-7.738,-303.270,-0.032,-0.007,-0.999,-532.031,-8.278,-303.573,-551.021,-7.199,-302.967
-541.685,-7.773,-308.268,0.018,-0.010,-1.000,-532.190,-8.315,-308.571,-551.180,-7.231,-307.965
-541.595,-7.822,-313.273,-0.032,-0.008,-0.999,-532.349,-8.353,-313.568,-550.840,-7.292,-312.978
-541.754,-7.863,-318.276,0.018,-0.011,-1.000,-532.506,-8.392,-318.109,-551.003,-7.335,-318.443
-541.664,-7.919,-323.281,0.018,-0.012,-1.000,-532.418,-8.455,-323.576,-550.909,-7.384,-322.987
-541.573,-7.981,-328.280,-0.032,-0.010,-0.999,-532.075,-8.528,-328.108,-551.072,-7.434,-328.452
-541.733,-8.029,-333.283,0.018,-0.014,-1.000,-532.484,-8.565,-333.116,-550.981,-7.494,-333.450
-541.642,-8.100,-338.288,0.068,-0.017,-0.998,-532.396,-8.643,-338.583,-550.887,-7.556,-337.994
-541.301,-8.185,-343.282,0.018,-0.015,-1.000,-532.053,-8.725,-343.115,-550.550,-7.644,-343.450
-541.210,-8.262,-348.287,0.018,-0.016,-1.000,-531.982,-8.797,-347.658,-550.439,-7.727,-348.916
-541.120,-8.340,-353.285,0.068,-0.020,-0.997,-531.621,-8.901,-353.113,-550.618,-7.779,-353.458
-540.779,-8.441,-358.279,0.018,-0.017,-1.000,-531.531,-8.990,-358.111,-550.028,-7.893,-358.447
-540.688,-8.528,-363.283,0.068,-0.022,-0.997,-531.460,-9.071,-362.654,-549.917,-7.986,-363.913
-540.348,-8.638,-368.277,0.068,-0.022,-0.997,-531.099,-9.193,-368.109,-549.596,-8.084,-368.445
-540.007,-8.748,-373.264,0.068,-0.024,-0.997,-530.529,-9.311,-372.617,-549.485,-8.185,-373.911
-539.667,-8.867,-378.251,0.118,-0.027,-0.993,-530.189,-9.433,-377.604,-549.145,-8.302,-378.898
-539.077,-9.002,-383.221,0.068,-0.025,-0.997,-529.848,-9.556,-382.591,-548.305,-8.448,-383.851
-538.736,-9.130,-388.214,0.118,-0.029,-0.993,-529.550,-9.674,-387.124,-547.921,-8.585,-389.304
-538.146,-9.274,-393.183,0.167,-0.033,-0.985,-528.917,-9.835,-392.553,-547.374,-8.713,-393.814
-537.308,-9.440,-398.117,0.118,-0.031,-0.993,-528.123,-9.991,-397.026,-546.494,-8.890,-399.208
-536.718,-9.593,-403.085,0.167,-0.035,-0.985,-527.599,-10.132,-401.537,-545.838,-9.055,-404.634
-535.881,-9.770,-408.019,0.167,-0.035,-0.985,-526.695,-10.327,-406.928,-545.066,-9.212,-409.109
-535.044,-9.947,-412.945,0.216,-0.040,-0.976,-525.679,-10.507,-411.355,-544.410,-9.387,-414.535
-533.961,-10.146,-417.829,0.216,-0.040,-0.976,-524.842,-10.694,-416.281,-543.081,-9.597,-419.378
-532.880,-10.346,-422.706,0.265,-0.044,-0.963,-523.605,-10.895,-420.650,-542.155,-9.797,-424.763
-531.554,-10.567,-427.530,0.265,-0.045,-0.963,-522.524,-11.104,-425.527,-540.585,-10.030,-429.532
-530.231,-10.790,-432.346,0.265,-0.046,-0.963,-521.071,-11.326,-429.829,-539.391,-10.255,-434.864
-528.907,-11.019,-437.162,0.359,-0.052,-0.932,-519.747,-11.558,-434.645,-538.068,-10.481,-439.680
-527.102,-11.279,-441.846,0.359,-0.052,-0.932,-517.941,-11.823,-439.329,-536.262,-10.736,-444.364
-525.305,-11.542,-446.505,0.359,-0.053,-0.932,-516.441,-12.041,-443.088,-534.170,-11.042,-449.922
-523.509,-11.808,-451.164,0.450,-0.059,-0.891,-514.645,-12.312,-447.746,-532.373,-11.303,-454.581
-521.247,-12.104,-455.642,0.450,-0.059,-0.891,-512.382,-12.612,-452.225,-530.111,-11.596,-459.060
-518.996,-12.401,-460.097,0.537,-0.065,-0.841,-510.516,-12.860,-455.813,-527.475,-11.942,-464.381
-516.299,-12.726,-464.326,0.578,-0.067,-0.813,-507.819,-13.189,-460.042,-524.778,-12.263,-468.610
-513.405,-13.062,-468.399,0.618,-0.070,-0.783,-505.184,-13.482,-463.156,-521.625,-12.642,-473.641
-510.311,-13.411,-472.320,0.727,-0.075,-0.682,-502.363,-13.802,-466.672,-518.259,-13.019,-477.968
-506.633,-13.790,-475.772,0.692,-0.074,-0.718,-498.978,-14.154,-469.733,-514.288,-13.426,-481.810
-503.168,-14.158,-479.365,0.791,-0.079,-0.607,-496.497,-14.421,-472.255,-509.840,-13.896,-486.475
-499.167,-14.556,-482.434,0.820,-0.079,-0.566,-492.148,-14.862,-475.667,-506.187,-14.250,-489.202
-495.060,-14.953,-485.270,0.895,-0.082,-0.438,-489.126,-15.153,-477.534,-500.994,-14.753,-493.006
-490.532,-15.368,-487.484,0.916,-0.082,-0.392,-484.993,-15.535,-479.460,-496.071,-15.200,-495.508
-485.946,-15.781,-489.448,0.964,-0.084,-0.252,-481.663,-15.837,-480.689,-490.229,-15.724,-498.207
-481.070,-16.204,-490.720,0.995,-0.081,-0.057,-477.231,-16.226,-481.758,-484.908,-16.181,-499.683
-475.996,-16.617,-491.010,0.996,-0.080,0.043,-473.472,-16.525,-481.334,-478.521,-16.709,-500.687
-470.992,-17.018,-490.796,0.968,-0.074,0.238,-470.450,-16.777,-481.311,-471.534,-17.259,-500.280
-466.056,-17.396,-489.582,0.903,-0.065,0.424,-466.485,-17.072,-479.592,-465.627,-17.719,-499.573
-461.452,-17.725,-487.421,0.881,-0.064,0.469,-463.719,-17.273,-478.196,-459.185,-18.177,-496.647
-457.042,-18.046,-485.074,0.802,-0.055,0.595,-460.972,-17.482,-476.701,-453.111,-18.611,-493.447
-452.989,-18.327,-482.068,0.739,-0.051,0.672,-457.334,-17.736,-473.902,-448.644,-18.917,-490.234
-449.277,-18.583,-478.692,0.704,-0.048,0.708,-454.639,-17.931,-471.464,-443.915,-19.235,-485.920
-445.751,-18.823,-475.147,0.630,-0.044,0.775,-451.975,-18.106,-468.304,-439.527,-19.540,-481.990
-442.584,-19.042,-471.253,0.630,-0.044,0.775,-448.965,-18.325,-464.907,-436.203,-19.760,-477.600
-439.432,-19.264,-467.378,0.550,-0.041,0.834,-446.414,-18.507,-461.699,-432.450,-20.020,-473.057
-436.667,-19.468,-463.187,0.550,-0.041,0.834,-443.649,-18.714,-457.508,-429.686,-20.221,-468.867
-433.917,-19.672,-459.017,0.420,-0.033,0.907,-441.429,-18.882,-454.061,-426.404,-20.462,-463.972
-431.792,-19.840,-454.433,0.420,-0.034,0.907,-439.096,-19.076,-449.615,-424.488,-20.605,-459.251
-429.690,-20.008,-449.899,0.374,-0.035,0.927,-437.856,-19.170,-446.114,-421.525,-20.846,-453.684
-427.816,-20.182,-445.260,0.328,-0.030,0.944,-435.754,-19.370,-441.580,-419.877,-20.994,-448.940
-426.175,-20.333,-440.533,0.280,-0.032,0.959,-434.288,-19.509,-437.255,-418.063,-21.158,-443.812
-424.773,-20.491,-435.730,0.232,-0.027,0.972,-433.039,-19.654,-432.861,-416.506,-21.328,-438.599
-423.612,-20.625,-430.862,0.183,-0.027,0.983,-432.011,-19.777,-428.410,-415.213,-21.474,-433.315
-422.696,-20.763,-425.942,0.134,-0.023,0.991,-431.207,-19.903,-423.913,-414.184,-21.623,-427.972
-422.027,-20.877,-420.983,0.134,-0.028,0.991,-430.629,-20.006,-419.381,-413.425,-21.748,-422.584
-421.358,-21.016,-416.029,0.084,-0.023,0.996,-429.782,-20.161,-414.892,-412.935,-21.872,-417.165
-420.938,-21.132,-411.042,0.084,-0.027,0.996,-429.609,-20.255,-409.872,-412.266,-22.009,-412.212
-420.518,-21.269,-406.061,0.034,-0.023,0.999,-428.988,-20.407,-405.347,-412.048,-22.130,-406.775
-420.347,-21.382,-401.059,-0.016,-0.021,1.000,-429.066,-20.498,-400.324,-411.628,-22.265,-401.794
-420.426,-21.485,-396.055,0.034,-0.026,0.999,-429.171,-20.593,-395.756,-411.681,-22.377,-396.354
-420.255,-21.616,-391.052,-0.065,-0.018,0.998,-429.004,-20.716,-391.191,-411.506,-22.516,-390.914
-420.584,-21.709,-386.040,-0.016,-0.024,1.000,-429.079,-20.848,-385.749,-412.089,-22.569,-386.330
-420.662,-21.827,-381.035,-0.065,-0.020,0.998,-429.393,-20.923,-381.608,-411.931,-22.732,-380.462
-420.990,-21.929,-376.041,-0.016,-0.025,1.000,-429.738,-21.038,-376.177,-412.241,-22.820,-375.904
-421.067,-22.056,-371.036,-0.065,-0.021,0.998,-429.799,-21.158,-371.609,-412.336,-22.954,-370.463
-421.395,-22.161,-366.042,-0.115,-0.016,0.993,-430.144,-21.276,-366.178,-412.646,-23.046,-365.906
-421.972,-22.239,-361.070,-0.065,-0.021,0.998,-430.703,-21.347,-361.643,-413.241,-23.131,-360.497
-422.299,-22.342,-356.075,-0.065,-0.020,0.998,-430.991,-21.445,-357.083,-413.608,-23.239,-355.067
-422.627,-22.444,-351.086,-0.065,-0.019,0.998,-431.108,-21.584,-351.643,-414.145,-23.305,-350.530
-422.954,-22.541,-346.098,-0.065,-0.019,0.998,-431.436,-21.684,-346.654,-414.472,-23.398,-345.542
-423.281,-22.635,-341.110,-0.065,-0.017,0.998,-431.763,-21.781,-341.666,-414.799,-23.489,-340.553
-423.608,-22.719,-336.121,-0.065,-0.016,0.998,-432.090,-21.869,-336.678,-415.127,-23.570,-335.565
-423.936,-22.801,-331.132,-0.016,-0.019,1.000,-432.417,-21.954,-331.689,-415.454,-23.648,-330.576
-424.014,-22.895,-326.127,-0.065,-0.013,0.998,-432.745,-22.026,-326.700,-415.282,-23.764,-325.555
-424.341,-22.962,-321.133,-0.016,-0.015,1.000,-433.090,-22.103,-321.269,-415.592,-23.821,-320.997
-424.419,-23.039,-316.127,-0.065,-0.010,0.998,-433.150,-22.177,-316.700,-415.688,-23.901,-315.554
-424.747,-23.089,-311.132,-0.016,-0.012,1.000,-433.496,-22.235,-311.268,-415.998,-23.942,-310.996
-424.825,-23.148,-306.127,-0.065,-0.006,0.998,-433.556,-22.293,-306.699,-416.093,-24.003,-305.554
-425.152,-23.180,-301.131,-0.016,-0.008,1.000,-433.901,-22.332,-301.267,-416.403,-24.028,-300.995
-425.230,-23.222,-296.126,0.034,-0.013,0.999,-433.961,-22.374,-296.698,-416.499,-24.070,-295.553
-425.058,-23.286,-291.123,-0.016,-0.005,1.000,-433.806,-22.444,-291.258,-416.309,-24.128,-290.987
-425.135,-23.312,-286.117,0.034,-0.009,0.999,-433.880,-22.476,-285.816,-416.390,-24.148,-286.419
-424.963,-23.359,-281.114,0.034,-0.007,0.999,-433.712,-22.523,-281.250,-416.214,-24.195,-280.978
-424.790,-23.393,-276.117,0.034,-0.006,0.999,-433.785,-22.538,-275.807,-415.796,-24.248,-276.427
-424.618,-23.424,-271.120,0.034,-0.004,0.999,-433.613,-22.571,-270.810,-415.623,-24.277,-271.430
-424.446,-23.445,-266.123,0.084,-0.008,0.996,-433.440,-22.594,-265.813,-415.451,-24.295,-266.433
-424.023,-23.486,-261.135,0.034,-0.002,0.999,-432.768,-22.662,-260.833,-415.279,-24.311,-261.436
-423.851,-23.494,-256.131,0.084,-0.006,0.996,-432.570,-22.674,-255.393,-415.132,-24.314,-256.869
-423.429,-23.522,-251.143,0.034,0.001,0.999,-432.173,-22.703,-250.841,-414.684,-24.342,-251.445
-423.256,-23.519,-246.140,0.084,-0.003,0.996,-431.975,-22.702,-245.402,-414.537,-24.335,-246.878
-422.834,-23.536,-241.151,0.084,-0.002,0.996,-431.579,-22.722,-240.849,-414.089,-24.350,-241.453
-422.412,-23.545,-236.169,0.084,-0.001,0.996,-431.380,-22.710,-235.410,-413.444,-24.381,-236.928
-421.990,-23.553,-231.187,0.084,0.000,0.996,-430.958,-22.719,-230.428,-413.022,-24.386,-231.946
-421.569,-23.553,-226.204,0.134,-0.004,0.991,-430.537,-22.722,-225.445,-412.601,-24.384,-226.963
-420.898,-23.575,-221.243,0.084,0.002,0.996,-429.617,-22.769,-220.505,-412.179,-24.380,-221.981
-420.476,-23.567,-216.255,0.134,-0.003,0.991,-429.147,-22.763,-215.082,-411.805,-24.370,-217.427
-419.805,-23.579,-211.294,0.134,-0.001,0.991,-428.524,-22.778,-210.556,-411.086,-24.381,-212.032
-419.135,-23.586,-206.339,0.134,-0.001,0.991,-428.054,-22.763,-205.133,-410.216,-24.408,-207.545
-418.465,-23.590,-201.384,0.134,0.000,0.991,-427.384,-22.770,-200.178,-409.546,-24.411,-202.589
-417.795,-23.589,-196.429,0.134,0.001,0.991,-426.714,-22.771,-195.223,-408.876,-24.408,-197.634
-417.125,-23.586,-191.474,0.134,0.002,0.991,-426.044,-22.770,-190.268,-408.206,-24.403,-192.679
-416.455,-23.578,-186.519,0.183,-0.002,0.983,-425.374,-22.763,-185.313,-407.536,-24.392,-187.725
-415.537,-23.590,-181.597,0.183,-0.001,0.983,-424.208,-22.800,-180.424,-406.866,-24.380,-182.770
-414.620,-23.596,-176.682,0.183,-0.001,0.983,-423.468,-22.786,-175.032,-405.773,-24.407,-178.332
-413.704,-23.601,-171.766,0.183,0.000,0.983,-422.551,-22.792,-170.116,-404.856,-24.409,-173.417
-412.787,-23.598,-166.851,0.183,0.001,0.983,-421.634,-22.792,-165.201,-403.939,-24.405,-168.501
-411.870,-23.594,-161.936,0.183,0.002,0.983,-420.717,-22.790,-160.286,-403.022,-24.399,-163.586
-410.953,-23.583,-157.021,0.232,-0.002,0.973,-419.800,-22.781,-155.370,-402.106,-24.386,-158.671
-409.790,-23.593,-152.151,0.232,0.000,0.973,-418.392,-22.815,-150.547,-401.189,-24.371,-153.756
-408.629,-23.595,-147.288,0.232,0.000,0.973,-417.383,-22.796,-145.198,-399.875,-24.394,-149.378
-407.468,-23.595,-142.425,0.232,0.002,0.973,-416.222,-22.798,-140.334,-398.714,-24.392,-144.515
-406.306,-23.586,-137.561,0.281,-0.002,0.960,-415.060,-22.792,-135.471,-397.552,-24.381,-139.652
-404.902,-23.598,-132.756,0.281,0.000,0.960,-413.413,-22.828,-130.724,-396.391,-24.368,-134.788
-403.499,-23.599,-127.957,0.281,0.000,0.960,-412.138,-22.809,-125.432,-394.861,-24.390,-130.482
-402.096,-23.598,-123.157,0.281,0.002,0.960,-410.735,-22.810,-120.633,-393.458,-24.387,-125.682
-400.694,-23.586,-118.358,0.328,-0.001,0.945,-409.332,-22.800,-115.833,-392.055,-24.372,-120.883
-399.051,-23.593,-113.629,0.328,0.001,0.945,-407.449,-22.831,-111.174,-390.652,-24.354,-116.084
-397.410,-23.587,-108.906,0.328,0.002,0.945,-405.912,-22.805,-105.953,-388.908,-24.369,-111.859
-395.769,-23.578,-104.183,0.420,-0.004,0.907,-404.271,-22.798,-101.230,-387.268,-24.357,-107.136
-393.656,-23.598,-99.624,0.375,0.001,0.927,-402.158,-22.821,-96.670,-385.155,-24.375,-102.577
-391.781,-23.593,-94.982,0.421,0.000,0.907,-399.720,-22.839,-91.303,-383.842,-24.347,-98.661
-389.676,-23.592,-90.440,0.421,0.001,0.907,-397.788,-22.841,-87.162,-381.563,-24.343,-93.718
-387.573,-23.586,-85.904,0.509,-0.004,0.861,-395.738,-22.816,-82.119,-379.407,-24.356,-89.688
-385.017,-23.606,-81.577,0.421,0.006,0.907,-393.182,-22.838,-77.793,-376.851,-24.374,-85.362
-382.904,-23.577,-77.018,0.550,-0.003,0.835,-390.652,-22.811,-72.440,-375.155,-24.344,-81.597
-380.121,-23.590,-72.797,0.550,-0.001,0.835,-388.513,-22.811,-68.908,-371.728,-24.370,-76.687
-377.368,-23.598,-68.623,0.550,0.003,0.835,-384.882,-22.836,-63.669,-369.855,-24.359,-73.577
-374.616,-23.583,-64.449,0.631,-0.004,0.776,-382.130,-22.824,-59.495,-367.102,-24.341,-69.403
-371.446,-23.601,-60.550,0.631,0.002,0.776,-378.960,-22.850,-55.595,-363.933,-24.352,-65.504
-368.292,-23.593,-56.670,0.631,0.004,0.776,-375.276,-22.839,-50.993,-361.309,-24.346,-62.347
-365.138,-23.575,-52.790,0.739,-0.003,0.674,-372.122,-22.828,-47.113,-358.155,-24.321,-58.467
-361.402,-23.591,-49.383,0.739,-0.001,0.674,-368.580,-22.827,-43.548,-354.225,-24.355,-55.218
-357.708,-23.597,-46.014,0.739,0.005,0.674,-363.772,-22.853,-39.364,-351.644,-24.341,-52.665
-354.013,-23.572,-42.646,0.831,-0.005,0.557,-360.077,-22.831,-35.995,-347.949,-24.312,-49.296
-349.813,-23.595,-39.831,0.831,0.002,0.557,-356.045,-22.847,-32.996,-343.580,-24.343,-46.666
-345.659,-23.585,-37.047,0.882,-0.003,0.471,-350.670,-22.850,-29.571,-340.649,-24.321,-44.524
-341.228,-23.601,-34.679,0.882,0.004,0.471,-346.238,-22.877,-27.203,-336.217,-24.325,-42.156
-336.818,-23.580,-32.323,0.942,-0.004,0.335,-341.059,-22.852,-24.385,-332.576,-24.309,-40.261
-332.054,-23.603,-30.628,0.942,0.003,0.335,-336.414,-22.870,-22.469,-327.695,-24.336,-38.786
-327.344,-23.588,-28.951,0.971,-0.001,0.240,-330.361,-22.867,-20.472,-324.327,-24.310,-37.431
-322.466,-23.593,-27.746,0.290,0.954,0.072,-325.483,-22.887,-19.267,-319.448,-24.299,-36.225
-317.612,-7.593,-26.547,0.971,0.022,0.240,-322.409,-7.696,-7.131,-312.815,-7.491,-45.963
-316.164,-7.561,-26.189,0.971,0.022,0.240,-320.961,-7.660,-6.773,-311.367,-7.462,-45.606
-311.311,-7.451,-24.990,0.837,0.020,0.547,-316.108,-7.538,-5.574,-306.514,-7.364,-44.406
-306.878,-7.347,-22.092,-0.115,-0.001,0.993,-311.255,-7.417,-4.375,-302.500,-7.277,-39.810
-308.165,-7.363,-10.987,-0.799,-0.017,0.602,-313.637,-7.470,-2.617,-302.694,-7.256,-19.357
-313.956,-7.489,-6.625,-0.165,0.002,0.986,-323.641,-7.727,-7.747,-304.271,-7.250,-5.502
-315.091,-7.475,0.177,-0.115,-0.001,0.993,-323.063,-7.718,-10.406,-307.119,-7.232,10.761
-315.668,-7.481,5.150,-0.261,-0.001,0.965,-325.285,-7.732,3.545,-306.051,-7.231,6.755
-316.988,-7.488,10.031,-0.213,0.001,0.977,-326.673,-7.742,8.908,-307.303,-7.234,11.153
-318.053,-7.481,14.922,-0.309,-0.001,0.951,-327.464,-7.742,12.376,-308.641,-7.221,17.469
-319.605,-7.485,19.702,-0.356,0.000,0.934,-328.888,-7.742,17.681,-310.322,-7.227,21.722
-321.387,-7.486,24.380,-0.402,0.000,0.916,-330.660,-7.755,21.369,-312.114,-7.218,27.391
-323.401,-7.488,28.963,-0.447,0.000,0.894,-332.512,-7.761,25.493,-314.289,-7.215,32.434
-325.641,-7.488,33.441,-0.492,0.001,0.871,-334.567,-7.763,29.519,-316.714,-7.212,37.362
-328.101,-7.484,37.800,-0.615,-0.001,0.788,-336.821,-7.765,33.438,-319.382,-7.202,42.163
-331.212,-7.489,41.786,-0.654,0.000,0.757,-339.703,-7.769,36.994,-322.721,-7.208,46.578
-334.486,-7.487,45.574,-0.726,0.000,0.688,-342.172,-7.777,39.575,-326.800,-7.196,51.573
-338.133,-7.485,49.030,-0.791,0.000,0.612,-345.699,-7.781,42.491,-330.568,-7.189,55.569
-342.107,-7.484,52.105,-0.873,-0.001,0.488,-348.641,-7.773,45.209,-335.573,-7.194,59.002
-346.520,-7.488,54.573,-0.896,0.000,0.444,-352.488,-7.784,46.863,-340.552,-7.193,62.283
-351.006,-7.486,56.795,-0.917,0.002,0.399,-355.764,-7.791,48.285,-346.248,-7.181,65.305
-355.598,-7.478,58.790,-0.966,-0.001,0.258,-359.925,-7.782,50.053,-351.270,-7.174,67.527
-360.482,-7.481,60.095,-0.987,-0.001,0.161,-364.368,-7.791,51.153,-356.596,-7.172,69.037
-365.442,-7.487,60.902,-0.987,0.001,0.161,-367.894,-7.792,51.724,-362.990,-7.183,70.081
-370.377,-7.484,61.706,-0.998,-0.001,0.062,-371.903,-7.794,52.329,-368.851,-7.174,71.082
-375.392,-7.487,62.015,-0.998,0.001,0.062,-376.918,-7.797,52.639,-373.866,-7.177,71.392
-380.383,-7.481,62.324,-0.996,-0.002,-0.087,-380.968,-7.796,52.842,-379.797,-7.166,71.806
-385.419,-7.491,61.883,-0.999,0.001,-0.037,-386.020,-7.814,52.152,-384.818,-7.167,71.615
-390.422,-7.484,61.697,-0.991,0.000,-0.137,-389.573,-7.813,51.984,-391.271,-7.155,71.410
-395.400,-7.486,61.011,-0.991,0.001,-0.137,-395.046,-7.807,51.517,-395.754,-7.165,70.504
-400.353,-7.481,60.328,-0.972,-0.001,-0.234,-399.056,-7.808,50.917,-401.650,-7.155,69.739
-405.238,-7.486,59.151,-0.972,0.000,-0.234,-403.941,-7.813,49.739,-406.535,-7.159,68.562
-410.099,-7.484,57.978,-0.959,0.000,-0.283,-407.872,-7.816,48.743,-412.326,-7.152,67.214
